,Player,Season,GP,W,Sv%,GAA,Age
3105,Patrick Lalime,20022003,67,39,0.911,2.16,28
3106,Patrick Lalime,20032004,57,25,0.905,2.29,29
3107,Patrick Lalime,20052006,31,4,0.881,3.64,31
3108,Patrick Lalime,20062007,12,4,0.896,3.07,32
3109,Patrick Lalime,20072008,32,16,0.897,2.82,33
3110,Patrick Lalime,20082009,24,5,0.9,3.1,34
3111,Patrick Lalime,20092010,16,4,0.907,2.81,35
3112,Patrick Lalime,20102011,7,0,0.89,2.96,36
3113,Patrick Roy,19841985,1,1,1.0,0.0,19
3114,Patrick Roy,19851986,47,23,0.875,3.36,20
3115,Patrick Roy,19861987,46,22,0.891,2.94,21
3116,Patrick Roy,19871988,45,23,0.9,2.9,22
3117,Patrick Roy,19881989,48,33,0.908,2.47,23
3118,Patrick Roy,19891990,54,31,0.912,2.53,24
3119,Patrick Roy,19901991,48,25,0.906,2.71,25
3120,Patrick Roy,19911992,67,36,0.914,2.36,26
3121,Patrick Roy,19921993,62,31,0.894,3.2,27
3122,Patrick Roy,19931994,68,35,0.918,2.5,28
3123,Patrick Roy,19941995,43,17,0.906,2.97,29
3124,Patrick Roy,19951996,61,34,0.908,2.78,30
3125,Patrick Roy,19961997,62,38,0.923,2.32,31
3126,Patrick Roy,19971998,65,31,0.916,2.39,32
3127,Patrick Roy,19981999,61,32,0.917,2.29,33
3128,Patrick Roy,19992000,63,32,0.914,2.28,34
3129,Patrick Roy,20002001,62,40,0.913,2.21,35
3130,Patrick Roy,20012002,63,32,0.925,1.94,36
3131,Patrick Roy,20022003,63,35,0.92,2.18,37
3132,Paul Harrison,19751976,6,0,0.836,5.48,20
3133,Paul Harrison,19761977,2,0,0.776,5.5,21
3134,Paul Harrison,19771978,27,6,0.876,3.83,22
3135,Paul Harrison,19781979,25,8,0.879,3.51,23
3136,Paul Harrison,19791980,30,9,0.871,4.45,24
3137,Paul Harrison,19811982,19,5,0.824,5.05,26
3138,Paul Hoganson,19701971,2,0,0.75,7.35,21
3139,Paul Pageau,19801981,1,0,0.765,8.0,21
3140,Paul Skidmore,19811982,2,1,0.878,3.0,25
3141,Pauli Jaks,19941995,1,0,0.92,3.0,22
3142,Pavel Francouz,20182019,2,0,0.943,1.96,28
3143,Pavel Francouz,20192020,34,21,0.923,2.41,29
3144,Paxton Schafer,19961997,3,0,0.76,4.65,20
3145,Pekka Rinne,20052006,2,1,0.9,3.8,23
3146,Pekka Rinne,20072008,1,0,1.0,0.0,25
3147,Pekka Rinne,20082009,52,29,0.917,2.38,26
3148,Pekka Rinne,20092010,58,32,0.911,2.53,27
3149,Pekka Rinne,20102011,64,33,0.93,2.12,28
3150,Pekka Rinne,20112012,73,43,0.923,2.39,29
3151,Pekka Rinne,20122013,43,15,0.91,2.43,30
3152,Pekka Rinne,20132014,24,10,0.902,2.77,31
3153,Pekka Rinne,20142015,64,41,0.923,2.18,32
3154,Pekka Rinne,20152016,66,34,0.908,2.48,33
3155,Pekka Rinne,20162017,61,31,0.918,2.42,34
3156,Pekka Rinne,20172018,59,42,0.927,2.31,35
3157,Pekka Rinne,20182019,56,30,0.918,2.42,36
3158,Pekka Rinne,20192020,36,18,0.895,3.17,37
3159,Pekka Rinne,20202021,24,10,0.907,2.84,38
3160,Pelle Lindbergh,19811982,8,2,0.879,4.39,22
3161,Pelle Lindbergh,19821983,40,23,0.89,2.99,23
3162,Pelle Lindbergh,19831984,36,16,0.86,4.07,24
3163,Pelle Lindbergh,19841985,65,40,0.899,3.02,25
3164,Pelle Lindbergh,19851986,8,6,0.885,2.88,26
3165,Pete Lopresti,19741975,35,9,0.878,4.19,20
3166,Pete Lopresti,19751976,34,7,0.872,4.14,21
3167,Pete Lopresti,19761977,44,13,0.882,3.62,22
3168,Pete Lopresti,19771978,53,12,0.867,4.23,23
3169,Pete Lopresti,19781979,7,2,0.822,4.88,24
3170,Pete Lopresti,19801981,2,0,0.822,4.61,26
3171,Pete Peeters,19781979,5,1,0.853,3.47,21
3172,Pete Peeters,19791980,40,29,0.898,2.73,22
3173,Pete Peeters,19801981,40,22,0.897,2.97,23
3174,Pete Peeters,19811982,44,23,0.871,3.72,24
3175,Pete Peeters,19821983,63,40,0.903,2.37,25
3176,Pete Peeters,19831984,49,29,0.876,3.16,26
3177,Pete Peeters,19841985,51,19,0.869,3.47,27
3178,Pete Peeters,19851986,42,22,0.875,3.46,28
3179,Pete Peeters,19861987,37,17,0.885,3.22,29
3180,Pete Peeters,19871988,35,14,0.898,2.79,30
3181,Pete Peeters,19881989,33,20,0.889,2.85,31
3182,Pete Peeters,19891990,24,1,0.88,3.79,32
3183,Pete Peeters,19901991,26,9,0.902,2.88,33
3184,Peter Budaj,20052006,34,14,0.9,2.86,23
3185,Peter Budaj,20062007,57,31,0.905,2.68,24
3186,Peter Budaj,20072008,35,16,0.903,2.57,25
3187,Peter Budaj,20082009,56,20,0.899,2.86,26
3188,Peter Budaj,20092010,15,5,0.917,2.64,27
3189,Peter Budaj,20102011,45,15,0.895,3.2,28
3190,Peter Budaj,20112012,17,5,0.913,2.55,29
3191,Peter Budaj,20122013,13,8,0.908,2.28,30
3192,Peter Budaj,20132014,24,10,0.909,2.51,31
3193,Peter Budaj,20152016,1,1,0.857,3.85,33
3194,Peter Budaj,20162017,60,30,0.915,2.18,34
3195,Peter Budaj,20172018,8,3,0.876,3.76,35
3196,Peter Budaj,20182019,3,0,0.818,5.02,36
3197,Peter Ing,19891990,3,0,0.83,5.94,20
3198,Peter Ing,19901991,56,16,0.883,3.84,21
3199,Peter Ing,19911992,12,3,0.869,4.27,22
3200,Peter Ing,19931994,3,1,0.853,5.28,24
3201,Peter Mannino,20082009,3,1,0.885,4.52,24
3202,Peter Mannino,20102011,2,0,0.861,4.12,26
3203,Peter Mannino,20112012,1,0,1.0,0.0,27
3204,Peter McDuffe,19711972,10,0,0.889,3.69,23
3205,Peter McDuffe,19721973,1,1,0.962,1.0,24
3206,Peter McDuffe,19731974,6,3,0.904,3.18,25
3207,Peter McDuffe,19741975,36,7,0.883,4.23,26
3208,Peter McDuffe,19751976,4,0,0.858,5.53,27
3209,Peter Sidorkiewicz,19871988,1,0,0.833,6.0,24
3210,Peter Sidorkiewicz,19881989,44,22,0.89,3.03,25
3211,Peter Sidorkiewicz,19891990,46,19,0.866,3.57,26
3212,Peter Sidorkiewicz,19901991,52,21,0.872,3.33,27
3213,Peter Sidorkiewicz,19911992,35,9,0.882,3.34,28
3214,Peter Sidorkiewicz,19921993,64,8,0.856,4.43,29
3215,Peter Sidorkiewicz,19931994,3,0,0.891,2.77,30
3216,Peter Sidorkiewicz,19971998,1,0,0.875,3.0,34
3217,Peter Skudra,19971998,17,6,0.924,1.83,24
3218,Peter Skudra,19981999,37,15,0.892,2.79,25
3219,Peter Skudra,19992000,20,5,0.872,3.12,26
3220,Peter Skudra,20002001,26,6,0.879,3.33,27
3221,Peter Skudra,20012002,23,10,0.907,2.42,28
3222,Peter Skudra,20022003,23,9,0.897,2.72,29
3223,Petr Mrazek,20122013,2,1,0.922,2.01,20
3224,Petr Mrazek,20132014,9,2,0.927,1.74,21
3225,Petr Mrazek,20142015,29,16,0.918,2.38,22
3226,Petr Mrazek,20152016,54,27,0.921,2.33,23
3227,Petr Mrazek,20162017,50,18,0.901,3.04,24
3228,Petr Mrazek,20172018,39,14,0.902,3.03,25
3229,Petr Mrazek,20182019,40,23,0.914,2.39,26
3230,Petr Mrazek,20192020,40,21,0.905,2.69,27
3231,Petr Mrazek,20202021,12,6,0.923,2.06,28
3232,Pheonix Copley,20152016,1,0,0.833,2.46,23
3233,Pheonix Copley,20162017,1,0,0.828,5.09,24
3234,Pheonix Copley,20182019,27,16,0.905,2.9,26
3235,Phil Myre,19691970,10,4,0.923,2.27,21
3236,Phil Myre,19701971,30,13,0.905,3.12,22
3237,Phil Myre,19711972,9,4,0.884,3.65,23
3238,Phil Myre,19721973,46,16,0.902,3.03,24
3239,Phil Myre,19731974,36,11,0.889,3.33,25
3240,Phil Myre,19741975,40,14,0.909,2.85,26
3241,Phil Myre,19751976,37,16,0.887,3.44,27
3242,Phil Myre,19761977,43,17,0.886,3.07,28
3243,Phil Myre,19771978,53,13,0.876,3.86,29
3244,Phil Myre,19781979,39,9,0.864,4.34,30
3245,Phil Myre,19791980,41,18,0.875,3.58,31
3246,Phil Myre,19801981,26,9,0.872,3.83,32
3247,Phil Myre,19811982,24,2,0.839,5.37,33
3248,Phil Myre,19821983,5,3,0.861,4.21,34
3249,Philipp Grubauer,20122013,2,0,0.915,3.57,21
3250,Philipp Grubauer,20132014,17,6,0.925,2.38,22
3251,Philipp Grubauer,20142015,1,1,0.92,1.85,23
3252,Philipp Grubauer,20152016,22,8,0.918,2.32,24
3253,Philipp Grubauer,20162017,24,13,0.926,2.04,25
3254,Philipp Grubauer,20172018,35,15,0.923,2.35,26
3255,Philipp Grubauer,20182019,37,18,0.917,2.64,27
3256,Philipp Grubauer,20192020,36,18,0.916,2.63,28
3257,Philipp Grubauer,20202021,40,30,0.922,1.95,29
3258,Philippe De Rouville,19941995,1,1,0.889,3.0,20
3259,Philippe De Rouville,19961997,2,0,0.909,3.24,22
3260,Philippe Sauve,20032004,17,7,0.896,3.04,23
3261,Philippe Sauve,20052006,13,3,0.882,3.97,25
3262,Philippe Sauve,20062007,2,0,0.826,5.8,26
3263,Pierre Hamel,19741975,4,1,0.855,5.55,22
3264,Pierre Hamel,19781979,1,0,1.0,0.0,26
3265,Pierre Hamel,19791980,35,9,0.877,4.02,27
3266,Pierre Hamel,19801981,29,3,0.861,4.74,28
3267,Randy Exelby,19881989,1,0,1.0,0.0,23
3268,Randy Exelby,19891990,1,0,0.828,5.01,24
3269,Randy Ireland,19781979,2,0,0.857,6.02,21
3270,Rastislav Stana,20032004,6,1,0.89,3.12,23
3271,Ray Emery,20022003,3,1,0.923,1.42,20
3272,Ray Emery,20032004,3,2,0.904,2.38,21
3273,Ray Emery,20052006,39,23,0.902,2.82,23
3274,Ray Emery,20062007,58,33,0.918,2.47,24
3275,Ray Emery,20072008,31,12,0.89,3.13,25
3276,Ray Emery,20092010,29,16,0.905,2.64,27
3277,Ray Emery,20102011,10,7,0.926,2.28,28
3278,Ray Emery,20112012,34,15,0.9,2.81,29
3279,Ray Emery,20122013,21,17,0.922,1.94,30
3280,Ray Emery,20132014,28,9,0.903,2.96,31
3281,Ray Emery,20142015,31,10,0.894,3.06,32
3282,Ray Frederick,19541955,5,0,,4.4,25
3283,Ray Leblanc,19911992,1,1,0.955,1.0,27
3284,Red Almas,19501951,1,0,,5.0,26
3285,Red Almas,19521953,1,0,,3.0,28
3286,Reinhard Divis,20012002,1,0,1.0,0.0,26
3287,Reinhard Divis,20022003,2,2,0.971,0.73,27
3288,Reinhard Divis,20032004,13,4,0.9,2.76,28
3289,Reinhard Divis,20052006,12,0,0.84,4.67,30
3290,Rejean Lemelin,19781979,18,8,0.882,3.33,24
3291,Rejean Lemelin,19791980,3,0,0.797,6.0,25
3292,Rejean Lemelin,19801981,29,14,0.901,3.24,26
3293,Rejean Lemelin,19811982,34,10,0.873,4.32,27
3294,Rejean Lemelin,19821983,39,16,0.889,3.61,28
3295,Rejean Lemelin,19831984,51,21,0.893,3.52,29
3296,Rejean Lemelin,19841985,56,30,0.888,3.47,30
3297,Rejean Lemelin,19851986,60,29,0.872,4.09,31
3298,Rejean Lemelin,19861987,33,16,0.885,3.23,32
3299,Rejean Lemelin,19871988,49,24,0.889,2.93,33
3300,Rejean Lemelin,19881989,40,19,0.887,3.01,34
3301,Rejean Lemelin,19891990,43,22,0.892,2.8,35
3302,Rejean Lemelin,19901991,33,17,0.868,3.64,36
3303,Rejean Lemelin,19911992,8,5,0.89,3.39,37
3304,Rejean Lemelin,19921993,10,5,0.862,3.43,38
3305,Reto Berra,20132014,31,9,0.893,3.07,26
3306,Reto Berra,20142015,19,5,0.918,2.65,27
3307,Reto Berra,20152016,14,5,0.922,2.41,28
3308,Reto Berra,20162017,7,0,0.876,3.45,29
3309,Reto Berra,20172018,5,1,0.926,2.31,30
3310,Rich Parent,19971998,1,0,1.0,0.0,24
3311,Rich Parent,19981999,10,4,0.886,2.54,25
3312,Rich Parent,19992000,14,2,0.878,3.7,26
3313,Rich Parent,20002001,7,1,0.887,3.08,27
3314,Richard Bachman,20102011,1,0,1.0,0.0,23
3315,Richard Bachman,20112012,18,8,0.91,2.77,24
3316,Richard Bachman,20122013,13,6,0.885,3.25,25
3317,Richard Bachman,20132014,3,0,0.916,3.03,26
3318,Richard Bachman,20142015,7,3,0.911,2.84,27
3319,Richard Bachman,20152016,1,1,0.903,3.01,28
3320,Richard Bachman,20162017,5,2,0.92,2.64,29
3321,Richard Bachman,20182019,1,0,0.793,6.0,31
3322,Richard Brodeur,19791980,2,1,0.829,4.5,27
3323,Richard Brodeur,19801981,52,17,0.884,3.52,28
3324,Richard Brodeur,19811982,52,20,0.893,3.36,29
3325,Richard Brodeur,19821983,58,21,0.873,3.8,30
3326,Richard Brodeur,19831984,36,10,0.867,4.03,31
3327,Richard Brodeur,19841985,51,16,0.857,4.68,32
3328,Richard Brodeur,19851986,64,19,0.861,4.08,33
3329,Richard Brodeur,19861987,53,20,0.872,3.61,34
3330,Richard Brodeur,19871988,17,7,0.869,3.81,35
3331,Richard Laferriere,19811982,1,0,0.947,3.0,20
3332,Richard Sevigny,19791980,11,5,0.901,2.95,22
3333,Richard Sevigny,19801981,33,20,0.908,2.4,23
3334,Richard Sevigny,19811982,19,11,0.892,3.1,24
3335,Richard Sevigny,19821983,38,15,0.883,3.45,25
3336,Richard Sevigny,19831984,40,16,0.869,3.39,26
3337,Richard Sevigny,19841985,20,10,0.874,3.38,27
3338,Richard Sevigny,19851986,11,3,0.869,4.23,28
3339,Richard Sevigny,19861987,4,0,0.804,4.6,29
3340,Richard Shulmistra,19971998,1,0,0.933,1.94,26
3341,Richard Shulmistra,19992000,1,1,0.952,1.0,28
3342,Rick DiPietro,20002001,20,3,0.878,3.49,19
3343,Rick DiPietro,20022003,10,2,0.894,2.97,21
3344,Rick DiPietro,20032004,50,23,0.911,2.36,22
3345,Rick DiPietro,20052006,63,30,0.9,3.02,24
3346,Rick DiPietro,20062007,62,32,0.919,2.58,25
3347,Rick DiPietro,20072008,63,26,0.902,2.82,26
3348,Rick DiPietro,20082009,5,1,0.892,3.52,27
3349,Rick DiPietro,20092010,8,2,0.9,2.6,28
3350,Rick DiPietro,20102011,26,8,0.886,3.44,29
3351,Rick DiPietro,20112012,8,3,0.876,3.73,30
3352,Rick DiPietro,20122013,3,0,0.855,4.1,31
3353,Rick Heinz,19801981,4,2,0.922,2.19,25
3354,Rick Heinz,19811982,12,4,0.844,4.32,26
3355,Rick Heinz,19821983,9,1,0.85,4.33,27
3356,Rick Heinz,19831984,22,7,0.852,4.3,28
3357,Rick Heinz,19841985,2,0,0.885,2.56,29
3358,Rick Knickle,19921993,10,6,0.88,3.95,32
3359,Rick Knickle,19931994,4,1,0.873,3.11,33
3360,Rick St. Croix,19771978,7,2,0.879,3.05,22
3361,Rick St. Croix,19781979,2,0,0.887,3.08,23
3362,Rick St. Croix,19791980,1,1,0.92,2.0,24
3363,Rick St. Croix,19801981,27,13,0.913,2.5,25
3364,Rick St. Croix,19811982,29,13,0.87,3.89,26
3365,Rick St. Croix,19821983,33,13,0.881,3.63,27
3366,Rick St. Croix,19831984,20,5,0.849,5.13,28
3367,Rick St. Croix,19841985,12,2,0.824,5.35,29
3368,Rick Tabaracci,19881989,1,0,0.81,7.25,19
3369,Rick Tabaracci,19901991,24,4,0.875,3.9,21
3370,Rick Tabaracci,19911992,18,6,0.889,3.23,22
3371,Rick Tabaracci,19921993,25,8,0.878,3.69,23
3372,Rick Tabaracci,19931994,32,13,0.889,3.08,24
3373,Rick Tabaracci,19941995,13,3,0.913,2.11,25
3374,Rick Tabaracci,19951996,43,19,0.892,2.94,26
3375,Rick Tabaracci,19961997,62,22,0.903,2.7,27
3376,Rick Tabaracci,19971998,42,13,0.893,2.88,28
3377,Rick Tabaracci,19981999,23,4,0.906,2.51,29
3378,Rick Tabaracci,19992000,3,1,0.88,3.01,30
3379,Rick Wamsley,19801981,5,3,0.927,1.91,21
3380,Rick Wamsley,19811982,38,23,0.893,2.75,22
3381,Rick Wamsley,19821983,46,27,0.878,3.51,23
3382,Rick Wamsley,19831984,42,19,0.853,3.71,24
3383,Rick Wamsley,19841985,40,23,0.885,3.27,25
3384,Rick Wamsley,19851986,42,22,0.894,3.44,26
3385,Rick Wamsley,19861987,41,17,0.883,3.54,27
3386,Rick Wamsley,19871988,33,14,0.887,3.43,28
3387,Rick Wamsley,19881989,35,17,0.881,2.96,29
3388,Rick Wamsley,19891990,36,18,0.875,3.26,30
3389,Rick Wamsley,19901991,29,14,0.888,3.05,31
3390,Rick Wamsley,19911992,17,7,0.863,4.14,32
3391,Rick Wamsley,19921993,3,0,0.835,5.64,33
3392,Riku Helenius,20082009,1,0,1.0,0.0,20
3393,Rob Holland,19791980,34,10,0.864,3.84,22
3394,Rob Holland,19801981,10,1,0.85,5.01,23
3395,Rob Zepp,20142015,10,5,0.888,2.89,33
3396,Robb Stauber,19891990,2,0,0.744,7.94,22
3397,Robb Stauber,19921993,31,15,0.888,3.84,25
3398,Robb Stauber,19931994,22,4,0.908,3.41,26
3399,Robb Stauber,19941995,7,2,0.859,3.97,27
3400,Robbie Irons,19681969,1,0,1.0,0.0,22
3401,Robbie Moore,19781979,5,3,0.927,1.77,24
3402,Robbie Moore,19821983,1,0,0.857,3.04,28
3403,Robbie Tallas,19951996,1,1,0.897,3.0,22
3404,Robbie Tallas,19961997,28,8,0.882,3.33,23
3405,Robbie Tallas,19971998,14,6,0.926,1.83,24
3406,Robbie Tallas,19981999,17,7,0.898,2.61,25
3407,Robbie Tallas,19992000,27,4,0.885,3.17,26
3408,Robbie Tallas,20002001,12,2,0.868,3.35,27
3409,Robert Dopson,19931994,2,0,0.87,3.96,26
3410,Robert Dupuis,19791980,1,0,0.886,4.05,27
3411,Robert Esche,19981999,3,0,0.86,3.24,20
3412,Robert Esche,19992000,8,2,0.893,3.38,21
3413,Robert Esche,20002001,25,10,0.896,3.02,22
3414,Robert Esche,20012002,22,6,0.902,2.73,23
3415,Robert Esche,20022003,30,12,0.907,2.2,24
3416,Robert Esche,20032004,40,21,0.915,2.04,25
3417,Robert Esche,20052006,40,22,0.897,2.97,27
3418,Robert Esche,20062007,18,5,0.872,4.32,28
3419,Robert McVicar,20052006,1,0,,0.0,23
3420,Robert Parent,19811982,2,0,0.827,6.54,23
3421,Robert Parent,19821983,1,0,0.909,3.0,24
3422,Roberto Luongo,19992000,24,7,0.904,3.25,20
3423,Roberto Luongo,20002001,47,12,0.92,2.44,21
3424,Roberto Luongo,20012002,58,16,0.915,2.77,22
3425,Roberto Luongo,20022003,65,20,0.918,2.71,23
3426,Roberto Luongo,20032004,72,25,0.931,2.43,24
3427,Roberto Luongo,20052006,75,35,0.914,2.97,26
3428,Roberto Luongo,20062007,76,47,0.921,2.28,27
3429,Roberto Luongo,20072008,73,35,0.917,2.38,28
3430,Roberto Luongo,20082009,54,33,0.92,2.34,29
3431,Roberto Luongo,20092010,68,40,0.913,2.57,30
3432,Roberto Luongo,20102011,60,38,0.928,2.11,31
3433,Roberto Luongo,20112012,55,31,0.919,2.41,32
3434,Roberto Luongo,20122013,20,9,0.907,2.56,33
3435,Roberto Luongo,20132014,56,25,0.919,2.4,34
3436,Roberto Luongo,20142015,61,28,0.921,2.35,35
3437,Roberto Luongo,20152016,62,35,0.922,2.35,36
3438,Roberto Luongo,20162017,40,17,0.915,2.68,37
3439,Roberto Luongo,20172018,35,18,0.929,2.47,38
3440,Roberto Luongo,20182019,43,18,0.899,3.12,39
3441,Roberto Romano,19821983,3,0,0.813,6.97,20
3442,Roberto Romano,19831984,18,6,0.876,4.6,21
3443,Roberto Romano,19841985,31,9,0.879,4.45,22
3444,Roberto Romano,19851986,46,21,0.885,3.56,23
3445,Roberto Romano,19861987,26,9,0.876,3.74,24
3446,Roberto Romano,19931994,2,1,0.946,1.44,31
3447,Robin Lehner,20102011,8,1,0.888,3.52,19
3448,Robin Lehner,20112012,5,3,0.935,2.01,20
3449,Robin Lehner,20122013,12,5,0.936,2.2,21
3450,Robin Lehner,20132014,36,12,0.913,3.06,22
3451,Robin Lehner,20142015,25,9,0.905,3.02,23
3452,Robin Lehner,20152016,21,5,0.924,2.47,24
3453,Robin Lehner,20162017,59,23,0.92,2.68,25
3454,Robin Lehner,20172018,53,14,0.908,3.01,26
3455,Robin Lehner,20182019,46,25,0.93,2.13,27
3456,Robin Lehner,20192020,36,19,0.92,2.89,28
3457,Robin Lehner,20202021,19,13,0.913,2.29,29
3458,Rocky Farr,19721973,1,0,0.864,6.25,25
3459,Rocky Farr,19731974,11,2,0.905,3.14,26
3460,Rocky Farr,19741975,7,0,0.876,3.93,27
3461,Roger Crozier,19631964,15,5,0.9,3.4,21
3462,Roger Crozier,19641965,70,40,0.913,2.42,22
3463,Roger Crozier,19651966,64,27,0.904,2.78,23
3464,Roger Crozier,19661967,58,22,0.895,3.36,24
3465,Roger Crozier,19671968,34,10,0.89,3.3,25
3466,Roger Crozier,19681969,35,11,0.896,3.33,26
3467,Roger Crozier,19691970,34,16,0.92,2.65,27
3468,Roger Crozier,19701971,44,9,0.9,3.69,28
3469,Roger Crozier,19711972,63,13,0.903,3.52,29
3470,Roger Crozier,19721973,49,23,0.905,2.76,30
3471,Roger Crozier,19731974,12,4,0.875,3.8,31
3472,Roger Crozier,19741975,23,17,0.904,2.62,32
3473,Roger Crozier,19751976,11,8,0.888,2.61,33
3474,Roger Crozier,19761977,3,1,0.967,1.16,34
3475,Rogie Vachon,19661967,19,11,0.915,2.48,21
3476,Rogie Vachon,19671968,39,21,0.913,2.48,22
3477,Rogie Vachon,19681969,36,22,0.902,2.87,23
3478,Rogie Vachon,19691970,64,31,0.917,2.64,24
3479,Rogie Vachon,19701971,47,23,0.914,2.65,25
3480,Rogie Vachon,19711972,29,6,0.884,4.15,26
3481,Rogie Vachon,19721973,53,22,0.9,2.85,27
3482,Rogie Vachon,19731974,65,28,0.903,2.81,28
3483,Rogie Vachon,19741975,54,27,0.927,2.24,29
3484,Rogie Vachon,19751976,51,26,0.891,3.15,30
3485,Rogie Vachon,19761977,68,33,0.903,2.73,31
3486,Rogie Vachon,19771978,70,29,0.892,2.87,32
3487,Rogie Vachon,19781979,50,10,0.863,3.91,33
3488,Rogie Vachon,19791980,59,20,0.873,3.62,34
3489,Rogie Vachon,19801981,53,25,0.862,3.34,35
3490,Rogie Vachon,19811982,38,19,0.859,3.66,36
3491,Roland Melanson,19801981,11,8,0.895,3.1,20
3492,Roland Melanson,19811982,36,22,0.896,3.24,21
3493,Roland Melanson,19821983,44,24,0.909,2.66,22
3494,Roland Melanson,19831984,37,20,0.902,3.27,23
3495,Roland Melanson,19841985,28,8,0.866,4.34,24
3496,Roland Melanson,19851986,28,6,0.865,4.26,25
3497,Roland Melanson,19861987,46,18,0.881,3.7,26
3498,Roland Melanson,19871988,47,17,0.86,4.37,27
3499,Roland Melanson,19881989,4,1,0.826,6.42,28
3500,Roland Melanson,19901991,1,0,0.714,6.0,30
3501,Roland Melanson,19911992,9,5,0.887,2.68,31
3502,Rollie Boutin,19781979,2,0,0.811,6.67,21
3503,Rollie Boutin,19791980,18,7,0.881,3.5,22
3504,Rollie Boutin,19801981,2,0,0.853,5.51,23
3505,Roman Cechmanek,20002001,59,35,0.921,2.01,29
3506,Roman Cechmanek,20012002,46,24,0.921,2.05,30
3507,Roman Cechmanek,20022003,58,33,0.925,1.83,31
3508,Roman Cechmanek,20032004,49,18,0.906,2.51,32
3509,Roman Turek,19961997,6,3,0.93,2.06,26
3510,Roman Turek,19971998,23,11,0.901,2.22,27
3511,Roman Turek,19981999,26,16,0.915,2.08,28
3512,Roman Turek,19992000,67,42,0.912,1.95,29
3513,Roman Turek,20002001,54,24,0.901,2.28,30
3514,Roman Turek,20012002,69,30,0.906,2.53,31
3515,Roman Turek,20022003,65,27,0.902,2.57,32
3516,Roman Turek,20032004,18,6,0.914,2.33,33
3517,Roman Will,20152016,1,0,0.667,3.25,23
3518,Ron Grahame,19771978,40,26,0.874,2.76,27
3519,Ron Grahame,19781979,34,11,0.862,4.22,28
3520,Ron Grahame,19791980,26,9,0.875,4.18,29
3521,Ron Grahame,19801981,14,4,0.844,5.12,30
3522,Ron Hextall,19861987,66,37,0.902,3.01,22
3523,Ron Hextall,19871988,62,30,0.885,3.51,23
3524,Ron Hextall,19881989,64,30,0.891,3.23,24
3525,Ron Hextall,19891990,8,4,0.868,4.15,25
3526,Ron Hextall,19901991,36,13,0.892,3.12,26
3527,Ron Hextall,19911992,45,16,0.883,3.4,27
3528,Ron Hextall,19921993,54,29,0.888,3.45,28
3529,Ron Hextall,19931994,65,27,0.898,3.08,29
3530,Ron Hextall,19941995,31,17,0.89,2.9,30
3531,Ron Hextall,19951996,53,31,0.913,2.17,31
3532,Ron Hextall,19961997,55,31,0.897,2.56,32
3533,Ron Hextall,19971998,46,21,0.911,2.17,33
3534,Ron Hextall,19981999,23,10,0.888,2.53,34
3535,Ron Low,19721973,42,12,0.881,3.9,22
3536,Ron Low,19741975,48,8,0.855,5.45,24
3537,Ron Low,19751976,43,6,0.854,5.46,25
3538,Ron Low,19761977,54,16,0.881,3.88,26
3539,Ron Low,19771978,32,9,0.886,3.37,27
3540,Ron Low,19791980,26,13,0.89,3.58,29
3541,Ron Low,19801981,24,5,0.856,4.44,30
3542,Ron Low,19811982,29,17,0.874,3.86,31
3543,Ron Low,19821983,14,2,0.872,4.32,32
3544,Ron Low,19831984,44,8,0.858,4.37,33
3545,Ron Low,19841985,26,6,0.864,3.85,34
3546,Ron Scott,19831984,9,2,0.885,3.6,23
3547,Ron Scott,19851986,4,0,0.804,4.24,25
3548,Ron Scott,19861987,1,0,0.857,4.62,26
3549,Ron Scott,19871988,2,1,0.854,4.01,27
3550,Ron Scott,19891990,12,5,0.875,3.67,29
3551,Ron Tugnutt,19871988,6,2,0.87,3.41,20
3552,Ron Tugnutt,19881989,26,10,0.891,3.6,21
3553,Ron Tugnutt,19891990,35,5,0.859,4.61,22
3554,Ron Tugnutt,19901991,56,12,0.885,4.05,23
3555,Ron Tugnutt,19911992,33,7,0.864,4.08,24
3556,Ron Tugnutt,19921993,26,9,0.879,4.17,25
3557,Ron Tugnutt,19931994,36,12,0.9,3.16,26
3558,Ron Tugnutt,19941995,7,1,0.895,3.12,27
3559,Ron Tugnutt,19961997,37,17,0.895,2.8,29
3560,Ron Tugnutt,19971998,42,15,0.905,2.25,30
3561,Ron Tugnutt,19981999,43,22,0.925,1.79,31
3562,Ron Tugnutt,19992000,51,22,0.903,2.52,32
3563,Ron Tugnutt,20002001,53,22,0.917,2.44,33
3564,Ron Tugnutt,20012002,44,12,0.9,2.85,34
3565,Ron Tugnutt,20022003,31,15,0.896,2.47,35
3566,Ron Tugnutt,20032004,11,3,0.9,2.41,36
3567,Ronald Loustel,19801981,1,0,0.804,10.0,18
3568,Ross Brooks,19721973,16,11,0.904,2.64,35
3569,Ross Brooks,19731974,21,16,0.917,2.36,36
3570,Ross Brooks,19741975,17,10,0.884,2.98,37
3571,Ross McKay,19901991,1,0,0.8,5.17,26
3572,Roy Edwards,19671968,41,14,0.884,3.5,30
3573,Roy Edwards,19681969,40,18,0.915,2.55,31
3574,Roy Edwards,19691970,47,24,0.915,2.6,32
3575,Roy Edwards,19701971,37,11,0.893,3.4,33
3576,Roy Edwards,19711972,15,2,0.907,2.55,34
3577,Roy Edwards,19721973,52,27,0.904,2.64,35
3578,Roy Edwards,19731974,4,0,0.856,5.82,36
